Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
P26443,Glud1,"Glutamate dehydrogenase 1, mitochondrial",DHE3_MOUSE,-0.948963368,0.948963368,3.80E-10,2.28E-09,37,-48.19954655,0.518004535,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix","glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,protein binding,ATP binding,GTP binding,enzyme binding,ADP binding,NAD+ binding,leucine binding","glutamate biosynthetic process,glutamate catabolic process,glutamine metabolic process,long-term memory,response to aluminum ion,cerebellum development,positive regulation of insulin secretion,oxidation-reduction process,tricarboxylic acid metabolic process",
E9Q3G7;P98197,Atp11a,Phospholipid-transporting ATPase;Probable phospholipid-transporting ATPase IH,E9Q3G7_MOUSE;AT11A_MOUSE,-1.127270752,1.127270752,3.72E-10,2.28E-09,24,-54.2219077,0.457780923,";lysosomal membrane,early endosome,endoplasmic reticulum,plasma membrane,membrane,integral component of membrane,intracellular membrane-bounded organelle,recycling endosome",";magnesium ion binding,phospholipid-translocating ATPase activity,ATP binding",;phospholipid translocation,
A0A0R4J094,Fahd2a,Fumarylacetoacetate hydrolase domain-containing protein 2A,A0A0R4J094_MOUSE,-1.691941057,1.691941057,3.72E-10,2.28E-09,12,-69.04897821,0.309510218,,,,
Q9JHI5,Ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD_MOUSE,-1.774292259,1.774292259,3.82E-10,2.28E-09,22,-70.76623114,0.292337689,"nucleoplasm,mitochondrion,mitochondrial matrix,mitochondrial membrane","isovaleryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","leucine catabolic process,fatty acid beta-oxidation using acyl-CoA dehydrogenase",
Q9R112,Sqrdl,"Sulfide:quinone oxidoreductase, mitochondrial",SQRD_MOUSE,-1.227416322,1.227416322,3.55E-10,2.22E-09,23,-57.29183914,0.427081609,"mitochondrion,mitochondrial inner membrane","quinone binding,sulfide:quinone oxidoreductase activity","sulfide oxidation, using sulfide:quinone oxidoreductase,hydrogen sulfide metabolic process",
A0A0R4J0W4;Q8CI85;Q8K2J1,Car12;Ca12;Car12,Carbonic anhydrase 12;Carbonic anhydrase 12;Car12 protein,A0A0R4J0W4_MOUSE;CAH12_MOUSE;Q8K2J1_MOUSE,-2.32165594,2.32165594,3.49E-10,2.21E-09,6,-79.99622678,0.200037732,";cellular_component,integral component of membrane;",";carbonate dehydratase activity,zinc ion binding;",";one-carbon metabolic process,regulation of pH,carbon dioxide transport,chloride ion homeostasis;",
Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",GATM_MOUSE,-1.913184482,1.913184482,3.25E-10,2.09E-09,27,-73.44941566,0.265505843,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome","amidinotransferase activity,glycine amidinotransferase activity","creatine metabolic process,creatine biosynthetic process,multicellular organism development,learning or memory,muscle atrophy",
Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,-1.969919386,1.969919386,3.12E-10,2.02E-09,38,-74.47327054,0.255267295,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process,
O35855,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2_MOUSE,-2.33276119,2.33276119,3.11E-10,2.02E-09,15,-80.14961615,0.198503839,mitochondrion,"branched-chain-amino-acid transaminase activity,L-leucine transaminase activity,L-valine transaminase activity,L-isoleucine transaminase activity","isoleucine metabolic process,isoleucine catabolic process,leucine metabolic process,valine metabolic process,branched-chain amino acid metabolic process,branched-chain amino acid catabolic process,leucine biosynthetic process,valine biosynthetic process,regulation of hormone levels,cellular response to leukemia inhibitory factor",
Q99LB2,Dhrs4,Dehydrogenase/reductase SDR family member 4,DHRS4_MOUSE,-1.461632597,1.461632597,2.85E-10,1.93E-09,16,-63.69179778,0.363082022,"nucleus,mitochondrion,peroxisome,peroxisomal membrane,extracellular exosome","3-keto sterol reductase activity,retinal dehydrogenase activity,carbonyl reductase (NADPH) activity,receptor binding,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,alcohol dehydrogenase [NAD(P)+] activity","alcohol metabolic process,steroid metabolic process,cellular ketone metabolic process,retinal metabolic process,protein tetramerization,oxidation-reduction process",
P40936,Inmt,Indolethylamine N-methyltransferase,INMT_MOUSE,-2.178094579,2.178094579,2.87E-10,1.93E-09,17,-77.90326037,0.220967396,cytosol,"thioether S-methyltransferase activity,amine N-methyltransferase activity,dimethyl selenide methyltransferase activity,Requires Ontology","selenium compound metabolic process,amine metabolic process,response to toxic substance,methylation",
Q8BH95,Echs1,"Enoyl-CoA hydratase, mitochondrial",ECHM_MOUSE,-1.510739581,1.510739581,2.68E-10,1.85E-09,16,-64.9068728,0.350931272,"mitochondrion,mitochondrial matrix,extracellular exosome",enoyl-CoA hydratase activity,fatty acid beta-oxidation,
Q8VDK1;Q8VDK1-2,Nit1,Nitrilase homolog 1;Isoform 2 of Nitrilase homolog 1,NIT1_MOUSE,-1.225159246,1.225159246,2.58E-10,1.80E-09,17,-57.22497053,0.427750295,"nucleus,mitochondrion,extracellular exosome;","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;",nitrogen compound metabolic process;,
Q9DCW4,Etfb,Electron transfer flavoprotein subunit beta,ETFB_MOUSE,-1.612550467,1.612550467,2.46E-10,1.77E-09,18,-67.29802819,0.327019718,"mitochondrion,mitochondrial matrix,cytosol,mitochondrial electron transfer flavoprotein complex,extracellular exosome",electron carrier activity,fatty acid beta-oxidation using acyl-CoA dehydrogenase,
Q8K023;Q8K023-2,Akr1c18,Aldo-keto reductase family 1 member C18;Isoform 2 of Aldo-keto reductase family 1 member C18,AKC1H_MOUSE,-1.931974876,1.931974876,2.46E-10,1.77E-09,10,-73.79298174,0.262070183,"intracellular,nucleus,cytoplasm,cytosol,extracellular exosome;","retinal dehydrogenase activity,alditol:NADP+ 1-oxidoreductase activity,retinol dehydrogenase activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,phenanthrene 9,10-monooxygenase activity,dihydrotestosterone 17-beta-dehydrogenase activity,geranylgeranyl reductase activity,ketoreductase activity,17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,androsterone dehydrogenase activity,ketosteroid monooxygenase activity,delta4-3-oxosteroid 5beta-reductase activity;","protein import into nucleus, translocation,progesterone catabolic process,G-protein coupled receptor signaling pathway,female pregnancy,parturition,positive regulation of cell proliferation,positive regulation of cell death,farnesol catabolic process,cellular response to reactive oxygen species,progesterone metabolic process,retinal metabolic process,daunorubicin metabolic process,doxorubicin metabolic process,regulation of retinoic acid receptor signaling pathway,positive regulation of protein kinase B signaling,oxidation-reduction process,testosterone biosynthetic process,cellular response to cadmium ion,cellular response to calcium ion,cellular response to follicle-stimulating hormone stimulus,cellular response to prostaglandin stimulus,cellular response to corticosteroid stimulus,cellular response to testosterone stimulus,cellular response to jasmonic acid stimulus,cellular response to transforming growth factor beta stimulus,cellular response to prostaglandin D stimulus,cellular response to gonadotropin-releasing hormone,negative regulation of retinoic acid biosynthetic process,cellular response to forskolin,cellular response to prolactin,regulation of testosterone biosynthetic process,positive regulation of endothelial cell apoptotic process,positive regulation of reactive oxygen species metabolic process;",
Q9JIY7,Nat8,N-acetyltransferase 8,NAT8_MOUSE,-2.315018481,2.315018481,2.36E-10,1.74E-09,3,-79.90398266,0.200960173,"endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,extracellular exosome,late recombination nodule","lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,N-acetyltransferase activity,cysteine-S-conjugate N-acetyltransferase activity","gastrulation with mouth forming second,glutathione metabolic process,negative regulation of cell adhesion,positive regulation of gene expression,peptidyl-lysine N6-acetylation,negative regulation of apoptotic process,beta-amyloid metabolic process",
Q91YH6,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",Q91YH6_MOUSE,-1.277003172,1.277003172,2.31E-10,1.73E-09,19,-58.73482029,0.412651797,"cytoplasm,cytosol,microvillus,membrane,basolateral plasma membrane,apical plasma membrane,lateral plasma membrane,vacuolar proton-transporting V-type ATPase complex,proton-transporting V-type ATPase, V1 domain,extracellular exosome,extrinsic component of synaptic vesicle membrane","ATP binding,hydrogen ion transmembrane transporter activity,hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,protein complex binding","ossification,regulation of pH,excretion,sensory perception of sound,ATP hydrolysis coupled proton transport,proton transport,pH reduction,ATP metabolic process,calcium ion homeostasis,inner ear morphogenesis",
Q8CAQ8-2,Immt,Isoform 2 of MICOS complex subunit Mic60,MIC60_MOUSE,-1.311629741,1.311629741,2.27E-10,1.73E-09,50,-59.71344747,0.402865525,,,,
Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",COQ9_MOUSE,-1.581035378,1.581035378,2.05E-10,1.60E-09,10,-66.57580725,0.334241927,"mitochondrion,mitochondrial inner membrane","lipid binding,protein homodimerization activity","mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process",
P97823,Lypla1,Acyl-protein thioesterase 1,LYPA1_MOUSE,-1.630201919,1.630201919,2.00E-10,1.59E-09,9,-67.69570084,0.323042992,"mitochondrion,cytosol,extracellular exosome","palmitoyl-(protein) hydrolase activity,lipase activity,carboxylic ester hydrolase activity","protein depalmitoylation,fatty acid metabolic process,negative regulation of Golgi to plasma membrane protein transport",
Q9DBL7,Coasy,Bifunctional coenzyme A synthase,COASY_MOUSE,-1.490494544,1.490494544,1.71E-10,1.38E-09,20,-64.41094684,0.355890532,"mitochondrial matrix,extracellular exosome","dephospho-CoA kinase activity,pantetheine-phosphate adenylyltransferase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation",
Q9Z2I9,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCB1_MOUSE,-1.491583022,1.491583022,1.65E-10,1.35E-09,21,-64.43778778,0.355622122,"mitochondrion,myelin sheath,extracellular exosome","succinate-CoA ligase activity,succinate-CoA ligase (ADP-forming) activity,ATP binding,metal ion binding","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process",
Q99LC3,Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUAA_MOUSE,-1.352818128,1.352818128,1.53E-10,1.27E-09,19,-60.84734975,0.391526502,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,myelin sheath",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",
Q99LC5,Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA_MOUSE,-1.356930371,1.356930371,1.52E-10,1.27E-09,20,-60.95879116,0.390412088,"mitochondrion,mitochondrial electron transfer flavoprotein complex,extracellular exosome","protein binding,electron carrier activity,oxidoreductase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase,
Q9CQ75,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_MOUSE,-1.595566011,1.595566011,1.45E-10,1.24E-09,6,-66.91076166,0.330892383,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial membrane",NADH dehydrogenase (ubiquinone) activity,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process",
P11930,Nudt19,Nucleoside diphosphate-linked moiety X motif 19,NUD19_MOUSE,-1.83369402,1.83369402,1.43E-10,1.24E-09,25,-71.94546355,0.280545365,"mitochondrion,peroxisome","receptor binding,hydrolase activity,metal ion binding",,
P16332,Mut,"Methylmalonyl-CoA mutase, mitochondrial",MUTA_MOUSE,-1.580023195,1.580023195,1.26E-10,1.11E-09,23,-66.5523489,0.334476511,"mitochondrion,mitochondrial matrix","methylmalonyl-CoA mutase activity,cobalamin binding,metal ion binding,modified amino acid binding","post-embryonic development,homocysteine metabolic process",
Q9R0Q6,Arpc1a,Actin-related protein 2/3 complex subunit 1A,ARC1A_MOUSE,-1.114929963,1.114929963,1.16E-10,1.05E-09,12,-53.82864309,0.461713569,"cytoplasm,Arp2/3 protein complex,muscle cell projection membrane,extracellular exosome","protein binding,actin filament binding",Arp2/3 complex-mediated actin nucleation,
O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,-1.364949232,1.364949232,1.09E-10,1.02E-09,25,-61.17519004,0.3882481,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate",TRUE
Q8QZS1,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH_MOUSE,-1.635386068,1.635386068,1.06E-10,1.02E-09,22,-67.81157409,0.321884259,"mitochondrion,extracellular exosome",3-hydroxyisobutyryl-CoA hydrolase activity,valine catabolic process,
Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,-2.209637331,2.209637331,1.11E-10,1.02E-09,14,-78.38113529,0.216188647,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol",
Q8BFR5,Tufm,"Elongation factor Tu, mitochondrial",EFTU_MOUSE,-1.367661498,1.367661498,8.46E-11,8.49E-10,31,-61.24811208,0.387518879,"mitochondrion,mitochondrial inner membrane,membrane,mitochondrial nucleoid,myelin sheath,extracellular exosome","RNA binding,translation elongation factor activity,GTPase activity,GTP binding","translational elongation,response to ethanol",
P45952,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_MOUSE,-1.820851882,1.820851882,8.08E-11,8.42E-10,34,-71.69462156,0.283053784,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process",
Q99JW2,Acy1,Aminoacylase-1,ACY1_MOUSE,-2.314357984,2.314357984,8.23E-11,8.42E-10,2,-79.89478017,0.201052198,"cytoplasm,extracellular exosome","aminoacylase activity,metallopeptidase activity,identical protein binding,metal ion binding","proteolysis,cellular amino acid metabolic process",
Q9CZN7,Shmt2,Serine hydroxymethyltransferase,Q9CZN7_MOUSE,-1.571897033,1.571897033,7.78E-11,8.28E-10,33,-66.36341919,0.336365808,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,microtubule cytoskeleton,mitochondrial nucleoid,extracellular exosome,BRISC complex","chromatin binding,glycine hydroxymethyltransferase activity,L-allo-threonine aldolase activity,amino acid binding,pyridoxal phosphate binding,identical protein binding","glycine metabolic process,L-serine metabolic process,L-serine biosynthetic process,one-carbon metabolic process,positive regulation of cell proliferation,glycine biosynthetic process from serine,response to type I interferon,tetrahydrofolate interconversion,tetrahydrofolate metabolic process,protein tetramerization,protein homotetramerization,protein K63-linked deubiquitination",
