Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,Q9CPU4,Q9CPU4,-1.735228635,1.735228635,2.52E-05,1.11E-05,16,Q9CPU4,Mgst3,Microsomal glutathione S-transferase 3,MGST3_MOUSE,4,-69.96385921,0.300361408,Injured,Non-injured,"nuclear envelope,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,organelle membrane,intracellular membrane-bounded organelle,extracellular exosome","glutathione transferase activity,leukotriene-C4 synthase activity,glutathione peroxidase activity","lipid metabolic process,response to organonitrogen compound,leukotriene biosynthetic process,cellular oxidant detoxification",
Injured / Non-injured,A0A0J9YVG0;Q61074,A0A0J9YVG0;Q61074,1.735984371,1.735984371,1.03E-05,5.19E-06,16,A0A0J9YVG0;Q61074,Ppm1g,Protein phosphatase 1G,A0A0J9YVG0_MOUSE;PPM1G_MOUSE,5,233.1066996,3.331066996,Injured,Non-injured,";nucleus,nucleoplasm,membrane",";phosphoprotein phosphatase activity,protein serine/threonine phosphatase activity,protein binding,metal ion binding",";protein dephosphorylation,cell cycle arrest,peptidyl-threonine dephosphorylation",
Injured / Non-injured,P26150,P26150,-1.736938967,1.736938967,4.63E-06,2.72E-06,16,P26150,Hsd3b3,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3,3BHS3_MOUSE,4,-69.9994463,0.300005537,Injured,Non-injured,"mitochondrial inner membrane,mitochondrial intermembrane space,endoplasmic reticulum membrane,integral component of membrane","3-beta-hydroxy-delta5-steroid dehydrogenase activity,steroid delta-isomerase activity,Requires Ontology","steroid biosynthetic process,oxidation-reduction process",
Injured / Non-injured,E9QN44;Q8CIM3,E9QN44;Q8CIM3,-1.737708034,1.737708034,1.02E-09,4.44E-09,16,E9QN44;Q8CIM3,D2hgdh,"D-2-hydroxyglutarate dehydrogenase, mitochondrial;D-2-hydroxyglutarate dehydrogenase, mitochondrial",E9QN44_MOUSE;D2HDH_MOUSE,11,-70.01543463,0.299845654,Injured,Non-injured,;mitochondrion,";D-lactate dehydrogenase (cytochrome) activity,(R)-2-hydroxyglutarate dehydrogenase activity,FAD binding",";response to manganese ion,response to zinc ion,lactate oxidation,respiratory electron transport chain,response to cobalt ion,cellular protein metabolic process,response to magnesium ion,response to calcium ion",
Injured / Non-injured,Q9Z2J0,Q9Z2J0,-1.738650846,1.738650846,3.64E-06,2.22E-06,16,Q9Z2J0,Slc23a1,Solute carrier family 23 member 1,S23A1_MOUSE,7,-70.03502338,0.299649766,Injured,Non-injured,"cytoplasm,plasma membrane,basal plasma membrane,integral component of membrane,apical plasma membrane,intracellular organelle,extracellular exosome","L-ascorbate:sodium symporter activity,sodium ion transmembrane transporter activity,L-ascorbic acid transporter activity,dehydroascorbic acid transporter activity,sodium-dependent L-ascorbate transmembrane transporter activity","sodium ion transport,brain development,response to toxic substance,L-ascorbic acid transport,lung development,vitamin transmembrane transport,sodium ion transmembrane transport,dehydroascorbic acid transport,transepithelial L-ascorbic acid transport,carboxylic acid transmembrane transport",
Injured / Non-injured,Q9EPB4,Q9EPB4,1.738683833,1.738683833,1.03E-06,7.87E-07,16,Q9EPB4,Pycard,Apoptosis-associated speck-like protein containing a CARD,ASC_MOUSE,9,233.7305672,3.337305672,Injured,Non-injured,"extracellular region,nucleus,nucleolus,cytoplasm,mitochondrion,endoplasmic reticulum,cytosol,neuronal cell body,NLRP1 inflammasome complex,NLRP3 inflammasome complex,AIM2 inflammasome complex,IkappaB kinase complex","protease binding,interleukin-6 receptor binding,protein binding,tropomyosin binding,peptidase activator activity involved in apoptotic process,myosin I binding,enzyme binding,Pyrin domain binding,identical protein binding,protein homodimerization activity,ion channel binding,protein dimerization activity,BMP receptor binding,cysteine-type endopeptidase activity involved in apoptotic process","myeloid dendritic cell activation,activation of innate immune response,positive regulation of defense response to virus by host,myeloid dendritic cell activation involved in immune response,positive regulation of antigen processing and presentation of peptide antigen via MHC class II,positive regulation of adaptive immune response,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,inflammatory response,response to bacterium,regulation of autophagy,regulation of tumor necrosis factor-mediated signaling pathway,positive regulation of actin filament polymerization,regulation of protein stability,negative regulation of NF-kappaB transcription factor activity,interleukin-1 beta production,negative regulation of interferon-beta production,positive regulation of interferon-gamma production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,tumor necrosis factor-mediated signaling pathway,positive regulation of activated T cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of apoptotic process,positive regulation of apoptotic process,regulation of GTPase activity,negative regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,regulation of cysteine-type endopeptidase activity involved in apoptotic process,macropinocytosis,innate immune response,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,regulation of inflammatory response,positive regulation of phagocytosis,defense response to Gram-negative bacterium,positive regulation of T cell activation,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of NF-kappaB transcription factor activity,defense response to virus,positive regulation of ERK1 and ERK2 cascade,cellular response to lipopolysaccharide,cellular response to interleukin-1,cellular response to tumor necrosis factor,negative regulation of protein serine/threonine kinase activity,intrinsic apoptotic signaling pathway by p53 class mediator,positive regulation of chemokine secretion,positive regulation of release of cytochrome c from mitochondria,activation of cysteine-type endopeptidase activity,positive regulation of T cell migration,positive regulation of interleukin-8 secretion,positive regulation of interleukin-6 secretion,positive regulation of cysteine-type endopeptidase activity,positive regulation of interleukin-10 secretion,positive regulation of extrinsic apoptotic signaling pathway,regulation of intrinsic apoptotic signaling pathway",
Injured / Non-injured,Q8K0C4,Q8K0C4,-1.738931128,1.738931128,4.00E-06,2.39E-06,16,Q8K0C4,Cyp51a1,Lanosterol 14-alpha demethylase,CP51A_MOUSE,14,-70.0408443,0.299591557,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,membrane,integral component of membrane,organelle membrane","iron ion binding,sterol 14-demethylase activity,heme binding","steroid biosynthetic process,cholesterol biosynthetic process,cholesterol biosynthetic process via 24,25-dihydrolanosterol,oxidation-reduction process,demethylation",
Injured / Non-injured,Q62009;Q62009-2;Q62009-3;Q62009-5,Q62009;Q62009-2;Q62009-3;Q62009-5,1.739797262,1.739797262,0.010110635,0.002154128,12,Q62009;Q62009-2;Q62009-3;Q62009-5,Postn,Periostin;Isoform 2 of Periostin;Isoform 3 of Periostin;Isoform 5 of Periostin,POSTN_MOUSE,18,233.9882299,3.339882299,Injured,Non-injured,"proteinaceous extracellular matrix,extracellular space,trans-Golgi network,extracellular matrix,neuromuscular junction;;;","heparin binding,metal ion binding;;;","response to hypoxia,negative regulation of cell-matrix adhesion,regulation of systemic arterial blood pressure,cell adhesion,regulation of Notch signaling pathway,response to mechanical stimulus,tissue development,response to muscle activity,positive regulation of smooth muscle cell migration,extracellular matrix organization,response to estradiol,cellular response to fibroblast growth factor stimulus,cellular response to vitamin K,cellular response to tumor necrosis factor,cellular response to transforming growth factor beta stimulus,negative regulation of substrate adhesion-dependent cell spreading,positive regulation of chemokine (C-C motif) ligand 2 secretion,neuron projection extension,bone regeneration;;;",
Injured / Non-injured,Q9DBT9,Q9DBT9,-1.741990569,1.741990569,1.42E-12,9.46E-11,16,Q9DBT9,Dmgdh,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_MOUSE,34,-70.10430965,0.298956903,Injured,Non-injured,"mitochondrion,mitochondrial matrix","RNA binding,dimethylglycine dehydrogenase activity","amino-acid betaine catabolic process,choline catabolic process,oxidation-reduction process",TRUE
Injured / Non-injured,Q8VE38;Q8VE38-2,Q8VE38;Q8VE38-2,-1.74342367,1.74342367,1.82E-07,1.92E-07,16,Q8VE38;Q8VE38-2,Oxnad1,Oxidoreductase NAD-binding domain-containing protein 1;Isoform 2 of Oxidoreductase NAD-binding domain-containing protein 1,OXND1_MOUSE,7,-70.13399178,0.298660082,Injured,Non-injured,mitochondrion;,oxidoreductase activity;,oxidation-reduction process;,
Injured / Non-injured,E9Q1D5;Q62219;Q62219-10;Q62219-2;Q62219-3;Q62219-4;Q62219-5;Q62219-7;Q62219-9,E9Q1D5;Q62219;Q62219-10;Q62219-2;Q62219-3;Q62219-4;Q62219-5;Q62219-7;Q62219-9,1.74398308,1.74398308,5.42E-07,4.80E-07,16,E9Q1D5;Q62219;Q62219-10;Q62219-2;Q62219-3;Q62219-4;Q62219-5;Q62219-7;Q62219-9,Tgfb1i1,Transforming growth factor beta-1-induced transcript 1 protein;Transforming growth factor beta-1-induced transcript 1 protein;Isoform 10 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 3 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 4 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 5 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 7 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 9 of Transforming growth factor beta-1-induced transcript 1 protein,E9Q1D5_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE,5,234.9586666,3.349586666,Injured,Non-injured,";intracellular,cytoplasm,cytoskeleton,focal adhesion,nuclear matrix,extracellular matrix;;;;;;;",";transcription coactivator activity,protein binding,metal ion binding,Roundabout binding,androgen receptor binding,I-SMAD binding;;;;;;;",";response to heat,positive regulation of epithelial to mesenchymal transition,Wnt signaling pathway,morphogenesis of embryonic epithelium,positive regulation of transforming growth factor beta receptor signaling pathway,negative regulation of transforming growth factor beta receptor signaling pathway,ubiquitin-dependent SMAD protein catabolic process,epithelial cell differentiation,cell fate commitment,negative regulation of fat cell differentiation,positive regulation of transcription, DNA-templated;;;;;;;",
Injured / Non-injured,E9Q1P8,E9Q1P8,1.745038453,1.745038453,0.000380374,0.000114846,16,E9Q1P8,Irf2bp2,Interferon regulatory factor 2-binding protein 2,I2BP2_MOUSE,4,235.2037881,3.352037881,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm","transcription corepressor activity,metal ion binding","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated",
Injured / Non-injured,B9EJI9,B9EJI9,-1.748003039,1.748003039,0.000203092,6.63E-05,12,B9EJI9,Tmem229a,Transmembrane protein 229A,T229A_MOUSE,3,-70.22864148,0.297713585,Injured,Non-injured,"cellular_component,integral component of membrane",molecular_function,biological_process,
Injured / Non-injured,Q08091;Q08091-2,Q08091;Q08091-2,1.749594287,1.749594287,0.001704765,0.000431874,16,Q08091;Q08091-2,Cnn1,Calponin-1;Isoform Beta of Calponin-1,CNN1_MOUSE,5,236.2639891,3.362639891,Injured,Non-injured,"cytoskeleton,focal adhesion;","actin binding,calmodulin binding;","actomyosin structure organization,negative regulation of vascular smooth muscle cell proliferation;",
Injured / Non-injured,O35744,O35744,1.750158384,1.750158384,3.62E-05,1.50E-05,16,O35744,Chil3,Chitinase-like protein 3,CHIL3_MOUSE,20,236.3954947,3.363954947,Injured,Non-injured,"extracellular region,nuclear envelope,cytoplasm,cytoplasmic vesicle,rough endoplasmic reticulum lumen","beta-N-acetylhexosaminidase activity,chitin binding,carbohydrate binding,Requires Ontology,chitinase activity","polysaccharide catabolic process,chitin catabolic process,inflammatory response",
Injured / Non-injured,Q8R164,Q8R164,-1.750594176,1.750594176,5.09E-09,1.33E-08,16,Q8R164,Bphl,Valacyclovir hydrolase,BPHL_MOUSE,20,-70.28206401,0.29717936,Injured,Non-injured,"mitochondrion,extracellular exosome",hydrolase activity,,
Injured / Non-injured,Q9WVA4,Q9WVA4,1.751058617,1.751058617,5.43E-08,7.89E-08,16,Q9WVA4,Tagln2,Transgelin-2,TAGL2_MOUSE,18,236.605469,3.36605469,Injured,Non-injured,"vesicle,extracellular exosome",cadherin binding,epithelial cell differentiation,
Injured / Non-injured,Q3TCD4;Q9WUR2;Q9WUR2-2,Q3TCD4;Q9WUR2;Q9WUR2-2,-1.75109677,1.75109677,1.04E-09,4.44E-09,16,Q3TCD4;Q9WUR2;Q9WUR2-2,Eci2,"Enoyl-CoA delta isomerase 2, mitochondrial;Enoyl-CoA delta isomerase 2, mitochondrial;Isoform 2 of Enoyl-CoA delta isomerase 2, mitochondrial",Q3TCD4_MOUSE;ECI2_MOUSE;ECI2_MOUSE,12,-70.29241511,0.297075849,Injured,Non-injured,";nucleoplasm,mitochondrion,peroxisome,peroxisomal matrix,membrane,intracellular membrane-bounded organelle;",";fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity,receptor binding;",";fatty acid beta-oxidation,fatty acid catabolic process;",
Injured / Non-injured,Q9EQU5-2,Q9EQU5-2,1.752063565,1.752063565,7.98E-07,6.54E-07,16,Q9EQU5-2,Set,Isoform 2 of Protein SET,SET_MOUSE,9,236.8400222,3.368400222,Injured,Non-injured,,,,
Injured / Non-injured,H3BLL2;Q811I0;V9GX21,H3BLL2;Q811I0;V9GX21,-1.754073011,1.754073011,1.50E-08,2.87E-08,16,H3BLL2;Q811I0;V9GX21,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1;ATP synthase mitochondrial F1 complex assembly factor 1;ATP synthase mitochondrial F1 complex assembly factor 1 (Fragment),H3BLL2_MOUSE;ATPF1_MOUSE;V9GX21_MOUSE,2,-70.35363787,0.296463621,Injured,Non-injured,;mitochondrion;,;molecular_function;,;mitochondrial proton-transporting ATP synthase complex assembly;,
Injured / Non-injured,Q3TLP5,Q3TLP5,-1.755546603,1.755546603,5.33E-08,7.80E-08,16,Q3TLP5,Echdc2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",ECHD2_MOUSE,12,-70.38390369,0.296160963,Injured,Non-injured,mitochondrion,enoyl-CoA hydratase activity,fatty acid beta-oxidation,
Injured / Non-injured,Q8R4N0,Q8R4N0,-1.756115946,1.756115946,3.10E-11,5.29E-10,16,Q8R4N0,Clybl,"Citrate lyase subunit beta-like protein, mitochondrial",CLYBL_MOUSE,21,-70.39558904,0.29604411,Injured,Non-injured,mitochondrion,"magnesium ion binding,malate synthase activity",,
Injured / Non-injured,Q9Z0H8;Q9Z0H8-2,Q9Z0H8;Q9Z0H8-2,-1.759218314,1.759218314,0.00026979,8.46E-05,14,Q9Z0H8;Q9Z0H8-2,Clip2,CAP-Gly domain-containing linker protein 2;Isoform 2 of CAP-Gly domain-containing linker protein 2,CLIP2_MOUSE,3,-70.45918188,0.295408181,Injured,Non-injured,"microtubule plus-end,cytoplasmic microtubule;","protein binding,microtubule binding,microtubule plus-end binding;",;,
Injured / Non-injured,Q8BGA8,Q8BGA8,-1.759549437,1.759549437,1.05E-08,2.21E-08,16,Q8BGA8,Acsm5,"Acyl-coenzyme A synthetase ACSM5, mitochondrial",ACSM5_MOUSE,22,-70.46596124,0.295340388,Injured,Non-injured,mitochondrial matrix,"acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity","fatty acid biosynthetic process,acyl-CoA metabolic process",
Injured / Non-injured,Q62084,Q62084,1.75987954,1.75987954,7.53E-06,3.99E-06,14,Q62084,Ppp1r14b,Protein phosphatase 1 regulatory subunit 14B,PP14B_MOUSE,2,238.6698459,3.386698459,Injured,Non-injured,cytoplasm,protein phosphatase inhibitor activity,"regulation of phosphorylation,negative regulation of catalytic activity,innate immune response",
Injured / Non-injured,Q8R3P0,Q8R3P0,-1.760768293,1.760768293,5.61E-07,4.90E-07,16,Q8R3P0,Aspa,Aspartoacylase,ACY2_MOUSE,12,-70.49090244,0.295090976,Injured,Non-injured,"nucleus,cytosol,extracellular exosome","aminoacylase activity,protein binding,hydrolase activity, acting on ester bonds,aspartoacylase activity,identical protein binding,metal ion binding","acetate metabolic process,central nervous system myelination,positive regulation of oligodendrocyte differentiation",
Injured / Non-injured,O09111,O09111,-1.761027655,1.761027655,1.05E-06,8.01E-07,16,O09111,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUBB_MOUSE,5,-70.49620697,0.29503793,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane",molecular_function,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process",
Injured / Non-injured,Q3UW66;Q99J99,Q3UW66;Q99J99,-1.762706447,1.762706447,5.88E-08,8.31E-08,16,Q3UW66;Q99J99,Mpst,Sulfurtransferase;3-mercaptopyruvate sulfurtransferase,Q3UW66_MOUSE;THTM_MOUSE,16,-70.5305191,0.294694809,Injured,Non-injured,";cytoplasm,mitochondrion,mitochondrial inner membrane,cell junction,neuron projection,synapse,extracellular exosome",";thiosulfate sulfurtransferase activity,3-mercaptopyruvate sulfurtransferase activity",;hydrogen sulfide biosynthetic process,
